Lung_R Dose (Gy),Lung_R Value (% of 1462.670 cc),L_kidney Dose (Gy),L_kidney Value (% of 156.316 cc),R_DeepFemoral Dose (Gy),R_DeepFemoral Value (% of 6327.210 cc),L_AnteriorTib Dose (Gy),L_AnteriorTib Value (% of 1734.620 cc),L_Arm Region Dose (Gy),L_Arm Region Value (% of 1127.230 cc),L_InterIliac Dose (Gy),L_InterIliac Value (% of 2372.120 cc),R_PostTib Dose (Gy),R_PostTib Value (% of 1681.970 cc),Spleen Dose (Gy),Spleen Value (% of 153.090 cc),L_heart Dose (Gy),L_heart Value (% of 165.252 cc),Lung_L Dose (Gy),Lung_L Value (% of 1460.820 cc),Liver Dose (Gy),Liver Value (% of 1795.660 cc),Brain Dose (Gy),Brain Value (% of 1276.600 cc),R_Heart Dose (Gy),R_Heart Value (% of 147.662 cc),R_AnteriorTib Dose (Gy),R_AnteriorTib Value (% of 1752.930 cc),S_int Dose (Gy),S_int Value (% of 1231.790 cc),R_InterIliac Dose (Gy),R_InterIliac Value (% of 2566.170 cc),R_Arm Region Dose (Gy),R_Arm Region Value (% of 1074.610 cc),R_Kidney Dose (Gy),R_Kidney Value (% of 153.867 cc),L_DeepFemoral Dose (Gy),L_DeepFemoral Value (% of 6255.930 cc),Pancreas Dose (Gy),Pancreas Value (% of 129.320 cc),L_int Dose (Gy),L_int Value (% of 825.443 cc),Stomach Dose (Gy),Stomach Value (% of 282.426 cc),L_PostTib Dose (Gy),L_PostTib Value (% of 1853.340 cc),
6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,30.572758,6.700000,0.000000,6.700000,0.000000,6.700000,1.638821,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,1.666737,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,53.140663,
6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,30.459598,6.900000,0.000000,6.900000,0.000000,6.900000,1.552659,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,1.589411,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,52.874778,
7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,30.359725,7.100000,0.000000,7.100000,0.000000,7.100000,1.471838,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,1.512866,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,52.628074,
7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,30.269760,7.300000,0.000000,7.300000,0.000000,7.300000,1.395198,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,1.442894,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,52.419940,
7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,30.177205,7.500000,0.000000,7.500000,0.000000,7.500000,1.319371,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,1.375819,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,52.227192,
7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,30.096023,7.700000,0.000000,7.700000,0.000000,7.700000,1.251324,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,1.308855,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,52.048460,
7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,30.020020,7.900000,0.000000,7.900000,0.000000,7.900000,1.183509,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,1.253033,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,51.893545,
8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,29.954939,8.100000,0.000000,8.100000,0.000000,8.100000,1.122081,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,1.196098,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,51.753700,
8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,29.894136,8.300000,0.000000,8.300000,0.000000,8.300000,1.063788,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,1.139385,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,51.629663,
8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,29.835473,8.500000,0.000000,8.500000,0.000000,8.500000,1.006540,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,1.084120,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,51.506679,
